step,train_loss,probe_loss,curve_loss,lr,lr_multiplier,schedule,width,seed,base_lr
232,0.16468140482902527,,0.16468140482902527,0.0002136611821352341,0.2136611821352341,cosine,256,11,0.001
233,0.11574530601501465,,0.11574530601501465,0.00021048586708563355,0.21048586708563355,cosine,256,11,0.001
234,0.35667601227760315,,0.35667601227760315,0.00020734931873388952,0.2073493187338895,cosine,256,11,0.001
235,0.377602219581604,,0.377602219581604,0.00020425189522009263,0.20425189522009263,cosine,256,11,0.001
236,1.0576945543289185,,1.0576945543289185,0.00020119395021694675,0.20119395021694675,cosine,256,11,0.001
237,1.0823007822036743,,1.0823007822036743,0.00019817583288938664,0.19817583288938664,cosine,256,11,0.001
238,0.823209285736084,,0.823209285736084,0.00019519788785470852,0.1951978878547085,cosine,256,11,0.001
239,0.5115742683410645,,0.5115742683410645,0.0001922604551432211,0.1922604551432211,cosine,256,11,0.001
240,0.41010379791259766,0.30874720215797424,0.30874720215797424,0.00018936387015941957,0.18936387015941958,cosine,256,11,0.001
241,0.7121725678443909,,0.7121725678443909,0.00018650846364368852,0.1865084636436885,cosine,256,11,0.001
242,0.39778661727905273,,0.39778661727905273,0.00018369456163453682,0.18369456163453682,cosine,256,11,0.001
243,0.4385145902633667,,0.4385145902633667,0.00018092248543136985,0.18092248543136985,cosine,256,11,0.001
244,0.9967858195304871,,0.9967858195304871,0.00017819255155780234,0.17819255155780234,cosine,256,11,0.001
245,0.6036243438720703,,0.6036243438720703,0.00017550507172551684,0.17550507172551683,cosine,256,11,0.001
246,0.26053106784820557,,0.26053106784820557,0.00017286035279867173,0.17286035279867173,cosine,256,11,0.001
247,0.25177067518234253,,0.25177067518234253,0.00017025869675886253,0.17025869675886252,cosine,256,11,0.001
248,0.41482287645339966,,0.41482287645339966,0.00016770040067064075,0.16770040067064074,cosine,256,11,0.001
249,0.29299354553222656,,0.29299354553222656,0.00016518575664759428,0.16518575664759427,cosine,256,11,0.001
250,0.20844069123268127,0.23810316249728203,0.23810316249728203,0.00016271505181899272,0.1627150518189927,cosine,256,11,0.001
251,0.4539303779602051,,0.4539303779602051,0.00016028856829700258,0.16028856829700258,cosine,256,11,0.001
252,0.41187989711761475,,0.41187989711761475,0.0001579065831444748,0.15790658314447478,cosine,256,11,0.001
253,0.2923080325126648,,0.2923080325126648,0.0001555693683433085,0.1555693683433085,cosine,256,11,0.001
254,0.12922422587871552,,0.12922422587871552,0.00015327719076339594,0.15327719076339594,cosine,256,11,0.001
255,0.31157317757606506,,0.31157317757606506,0.00015103031213214996,0.15103031213214996,cosine,256,11,0.001
256,0.3495446741580963,,0.3495446741580963,0.00014882898900461976,0.14882898900461974,cosine,256,11,0.001
257,0.23887625336647034,,0.23887625336647034,0.00014667347273419608,0.14667347273419606,cosine,256,11,0.001
258,0.3649527132511139,,0.3649527132511139,0.00014456400944391147,0.14456400944391146,cosine,256,11,0.001
259,0.28852182626724243,,0.28852182626724243,0.00014250083999833716,0.14250083999833715,cosine,256,11,0.001
260,0.3076867461204529,0.21611759066581726,0.21611759066581726,0.0001404841999760801,0.14048419997608008,cosine,256,11,0.001
261,0.18695199489593506,,0.18695199489593506,0.00013851431964288444,0.13851431964288444,cosine,256,11,0.001
262,0.3083176016807556,,0.3083176016807556,0.00013659142392533874,0.13659142392533874,cosine,256,11,0.001
263,0.30041390657424927,,0.30041390657424927,0.00013471573238519336,0.13471573238519335,cosine,256,11,0.001
264,0.37518513202667236,,0.37518513202667236,0.00013288745919429028,0.13288745919429026,cosine,256,11,0.001
265,0.2037598192691803,,0.2037598192691803,0.00013110681311010814,0.13110681311010813,cosine,256,11,0.001
266,0.2747768759727478,,0.2747768759727478,0.00012937399745192605,0.12937399745192604,cosine,256,11,0.001
267,0.20985643565654755,,0.20985643565654755,0.00012768921007760787,0.12768921007760786,cosine,256,11,0.001
268,0.16369779407978058,,0.16369779407978058,0.00012605264336101,0.12605264336101,cosine,256,11,0.001
269,0.22087693214416504,,0.22087693214416504,0.00012446448417001603,0.12446448417001603,cosine,256,11,0.001
270,0.17420260608196259,0.21479353867471218,0.21479353867471218,0.00012292491384519912,0.12292491384519912,cosine,256,11,0.001
271,0.21208295226097107,,0.21208295226097107,0.0001214341081791165,0.1214341081791165,cosine,256,11,0.001
272,0.12060989439487457,,0.12060989439487457,0.00011999223739623666,0.11999223739623666,cosine,256,11,0.001
273,0.23237892985343933,,0.23237892985343933,0.00011859946613350275,0.11859946613350275,cosine,256,11,0.001
274,0.21267083287239075,,0.21267083287239075,0.00011725595342153371,0.1172559534215337,cosine,256,11,0.001
275,0.18528226017951965,,0.18528226017951965,0.00011596185266646594,0.11596185266646594,cosine,256,11,0.001
276,0.09316659718751907,,0.09316659718751907,0.00011471731163243675,0.11471731163243676,cosine,256,11,0.001
277,0.2973926067352295,,0.2973926067352295,0.00011352247242471242,0.11352247242471242,cosine,256,11,0.001
278,0.2860337793827057,,0.2860337793827057,0.00011237747147346202,0.11237747147346203,cosine,256,11,0.001
279,0.17628027498722076,,0.17628027498722076,0.00011128243951817938,0.11128243951817937,cosine,256,11,0.001
280,0.18440376222133636,0.2107664979994297,0.2107664979994297,0.00011023750159275521,0.11023750159275521,cosine,256,11,0.001
281,0.2449234426021576,,0.2449234426021576,0.00010924277701119999,0.10924277701119998,cosine,256,11,0.001
282,0.3160194754600525,,0.3160194754600525,0.00010829837935402057,0.10829837935402056,cosine,256,11,0.001
283,0.17486493289470673,,0.17486493289470673,0.00010740441645525128,0.10740441645525128,cosine,256,11,0.001
284,0.29094868898391724,,0.29094868898391724,0.00010656099039014087,0.10656099039014086,cosine,256,11,0.001
285,0.25554922223091125,,0.25554922223091125,0.00010576819746349742,0.10576819746349743,cosine,256,11,0.001
286,0.2586296796798706,,0.2586296796798706,0.00010502612819869217,0.10502612819869217,cosine,256,11,0.001
287,0.13315993547439575,,0.13315993547439575,0.00010433486732732288,0.10433486732732289,cosine,256,11,0.001
288,0.34578102827072144,,0.34578102827072144,0.00010369449377953928,0.10369449377953928,cosine,256,11,0.001
289,0.2619860768318176,,0.2619860768318176,0.00010310508067503047,0.10310508067503046,cosine,256,11,0.001
290,0.08194727450609207,0.20264753140509129,0.20264753140509129,0.0001025666953146759,0.10256669531467591,cosine,256,11,0.001
291,0.20071139931678772,,0.20071139931678772,0.0001020793991728608,0.1020793991728608,cosine,256,11,0.001
292,0.1832991987466812,,0.1832991987466812,0.0001016432478904569,0.1016432478904569,cosine,256,11,0.001
293,0.31924182176589966,,0.31924182176589966,0.00010125829126846895,0.10125829126846894,cosine,256,11,0.001
294,0.12605825066566467,,0.12605825066566467,0.00010092457326234867,0.10092457326234866,cosine,256,11,0.001
295,0.218512162566185,,0.218512162566185,0.00010064213197697547,0.10064213197697547,cosine,256,11,0.001
296,0.22398480772972107,,0.22398480772972107,0.00010041099966230578,0.10041099966230578,cosine,256,11,0.001
297,0.20627176761627197,,0.20627176761627197,0.00010023120270969045,0.10023120270969045,cosine,256,11,0.001
298,0.10599280893802643,,0.10599280893802643,0.00010010276164886145,0.10010276164886145,cosine,256,11,0.001
299,0.30223020911216736,,0.30223020911216736,0.00010002569114558753,0.10002569114558753,cosine,256,11,0.001
300,0.19988808035850525,0.19162107445299625,0.19162107445299625,0.0001,0.1,cosine,256,11,0.001
1,3.578465461730957,3.47502064704895,3.47502064704895,0.00016666666666666666,0.16666666666666666,cosine,256,12,0.001
2,3.4006412029266357,,3.4006412029266357,0.0003333333333333333,0.3333333333333333,cosine,256,12,0.001
3,3.487396001815796,,3.487396001815796,0.0005,0.5,cosine,256,12,0.001
4,3.470015287399292,,3.470015287399292,0.0006666666666666666,0.6666666666666666,cosine,256,12,0.001
5,3.060743570327759,,3.060743570327759,0.0008333333333333334,0.8333333333333334,cosine,256,12,0.001
6,2.9416356086730957,,2.9416356086730957,0.001,1.0,cosine,256,12,0.001
7,2.7332611083984375,,2.7332611083984375,0.0009999743088544126,0.9999743088544125,cosine,256,12,0.001
8,2.6772682666778564,,2.6772682666778564,0.0009998972383511385,0.9998972383511385,cosine,256,12,0.001
9,2.488832712173462,,2.488832712173462,0.0009997687972903096,0.9997687972903095,cosine,256,12,0.001
10,2.537126064300537,2.210534989833832,2.210534989833832,0.0009995890003376942,0.9995890003376942,cosine,256,12,0.001
11,2.4980742931365967,,2.4980742931365967,0.0009993578680230245,0.9993578680230245,cosine,256,12,0.001
12,2.5485405921936035,,2.5485405921936035,0.0009990754267376514,0.9990754267376514,cosine,256,12,0.001
13,2.1905689239501953,,2.1905689239501953,0.000998741708731531,0.998741708731531,cosine,256,12,0.001
14,2.2592430114746094,,2.2592430114746094,0.0009983567521095432,0.9983567521095431,cosine,256,12,0.001
15,2.071718215942383,,2.071718215942383,0.0009979206008271391,0.9979206008271392,cosine,256,12,0.001
16,2.1309707164764404,,2.1309707164764404,0.000997433304685324,0.9974333046853241,cosine,256,12,0.001
17,2.0860466957092285,,2.0860466957092285,0.0009968949193249696,0.9968949193249695,cosine,256,12,0.001
18,2.1680710315704346,,2.1680710315704346,0.0009963055062204608,0.9963055062204608,cosine,256,12,0.001
19,1.8562870025634766,,1.8562870025634766,0.000995665132672677,0.9956651326726771,cosine,256,12,0.001
20,1.9253419637680054,1.771182507276535,1.771182507276535,0.000994973871801308,0.9949738718013078,cosine,256,12,0.001
21,2.017200469970703,,2.017200469970703,0.0009942318025365027,0.9942318025365027,cosine,256,12,0.001
22,2.059812307357788,,2.059812307357788,0.0009934390096098592,0.9934390096098591,cosine,256,12,0.001
23,1.652517557144165,,1.652517557144165,0.0009925955835447487,0.9925955835447487,cosine,256,12,0.001
24,1.7742407321929932,,1.7742407321929932,0.0009917016206459795,0.9917016206459794,cosine,256,12,0.001
25,1.9788763523101807,,1.9788763523101807,0.0009907572229888,0.9907572229888,cosine,256,12,0.001
26,1.6204971075057983,,1.6204971075057983,0.0009897624984072447,0.9897624984072447,cosine,256,12,0.001
27,1.601330041885376,,1.601330041885376,0.0009887175604818205,0.9887175604818206,cosine,256,12,0.001
28,1.7250148057937622,,1.7250148057937622,0.000987622528526538,0.987622528526538,cosine,256,12,0.001
29,1.8948590755462646,,1.8948590755462646,0.0009864775275752876,0.9864775275752876,cosine,256,12,0.001
30,1.617776870727539,1.5062605440616608,1.5062605440616608,0.0009852826883675633,0.9852826883675633,cosine,256,12,0.001
31,1.7214736938476562,,1.7214736938476562,0.000984038147333534,0.9840381473335341,cosine,256,12,0.001
32,1.712701678276062,,1.712701678276062,0.0009827440465784664,0.9827440465784664,cosine,256,12,0.001
33,1.7853058576583862,,1.7853058576583862,0.0009814005338664973,0.9814005338664973,cosine,256,12,0.001
34,1.5272281169891357,,1.5272281169891357,0.0009800077626037633,0.9800077626037633,cosine,256,12,0.001
35,1.632176160812378,,1.632176160812378,0.0009785658918208835,0.9785658918208835,cosine,256,12,0.001
36,1.734582781791687,,1.734582781791687,0.000977075086154801,0.9770750861548009,cosine,256,12,0.001
37,1.5586987733840942,,1.5586987733840942,0.000975535515829984,0.975535515829984,cosine,256,12,0.001
38,1.3781338930130005,,1.3781338930130005,0.00097394735663899,0.97394735663899,cosine,256,12,0.001
39,1.6368341445922852,,1.6368341445922852,0.0009723107899223921,0.9723107899223922,cosine,256,12,0.001
40,1.6879804134368896,1.441602110862732,1.441602110862732,0.000970626002548074,0.970626002548074,cosine,256,12,0.001
41,1.310559868812561,,1.310559868812561,0.0009688931868898919,0.9688931868898919,cosine,256,12,0.001
42,1.6248445510864258,,1.6248445510864258,0.0009671125408057098,0.9671125408057097,cosine,256,12,0.001
43,1.5533722639083862,,1.5533722639083862,0.0009652842676148067,0.9652842676148067,cosine,256,12,0.001
44,1.6426068544387817,,1.6426068544387817,0.0009634085760746613,0.9634085760746612,cosine,256,12,0.001
45,1.2316757440567017,,1.2316757440567017,0.0009614856803571156,0.9614856803571156,cosine,256,12,0.001
46,1.627974271774292,,1.627974271774292,0.00095951580002392,0.95951580002392,cosine,256,12,0.001
47,1.5353018045425415,,1.5353018045425415,0.000957499160001663,0.9574991600016629,cosine,256,12,0.001
48,1.2118775844573975,,1.2118775844573975,0.0009554359905560886,0.9554359905560885,cosine,256,12,0.001
49,1.1593438386917114,,1.1593438386917114,0.000953326527265804,0.953326527265804,cosine,256,12,0.001
50,1.4826332330703735,1.4149470329284668,1.4149470329284668,0.0009511710109953803,0.9511710109953803,cosine,256,12,0.001
51,1.6984283924102783,,1.6984283924102783,0.0009489696878678501,0.9489696878678501,cosine,256,12,0.001
52,1.1341021060943604,,1.1341021060943604,0.000946722809236604,0.946722809236604,cosine,256,12,0.001
53,1.4721657037734985,,1.4721657037734985,0.0009444306316566914,0.9444306316566914,cosine,256,12,0.001
54,1.4799492359161377,,1.4799492359161377,0.0009420934168555253,0.9420934168555253,cosine,256,12,0.001
55,1.4125468730926514,,1.4125468730926514,0.0009397114317029974,0.9397114317029974,cosine,256,12,0.001
56,0.9248605370521545,,0.9248605370521545,0.0009372849481810073,0.9372849481810073,cosine,256,12,0.001
57,1.5701684951782227,,1.5701684951782227,0.0009348142433524058,0.9348142433524058,cosine,256,12,0.001
58,1.3647363185882568,,1.3647363185882568,0.0009322995993293593,0.9322995993293592,cosine,256,12,0.001
59,1.0537744760513306,,1.0537744760513306,0.0009297413032411375,0.9297413032411375,cosine,256,12,0.001
60,1.0536521673202515,1.2858182489871979,1.2858182489871979,0.0009271396472013282,0.9271396472013282,cosine,256,12,0.001
61,1.5633068084716797,,1.5633068084716797,0.0009244949282744832,0.9244949282744832,cosine,256,12,0.001
62,1.3792212009429932,,1.3792212009429932,0.0009218074484421977,0.9218074484421978,cosine,256,12,0.001
63,0.8427085876464844,,0.8427085876464844,0.0009190775145686302,0.9190775145686302,cosine,256,12,0.001
64,1.2369153499603271,,1.2369153499603271,0.0009163054383654632,0.9163054383654632,cosine,256,12,0.001
65,1.1774225234985352,,1.1774225234985352,0.0009134915363563116,0.9134915363563115,cosine,256,12,0.001
66,1.2373956441879272,,1.2373956441879272,0.0009106361298405805,0.9106361298405805,cosine,256,12,0.001
67,0.9774340987205505,,0.9774340987205505,0.000907739544856779,0.907739544856779,cosine,256,12,0.001
68,1.2275118827819824,,1.2275118827819824,0.0009048021121452915,0.9048021121452915,cosine,256,12,0.001
69,1.072341799736023,,1.072341799736023,0.0009018241671106134,0.9018241671106134,cosine,256,12,0.001
70,0.9930216073989868,1.2152056097984314,1.2152056097984314,0.0008988060497830534,0.8988060497830533,cosine,256,12,0.001
71,0.9022642970085144,,0.9022642970085144,0.0008957481047799075,0.8957481047799075,cosine,256,12,0.001
72,1.2954601049423218,,1.2954601049423218,0.0008926506812661105,0.8926506812661105,cosine,256,12,0.001
73,1.1354848146438599,,1.1354848146438599,0.0008895141329143666,0.8895141329143665,cosine,256,12,0.001
74,0.7295909523963928,,0.7295909523963928,0.0008863388178647659,0.8863388178647659,cosine,256,12,0.001
75,0.997326672077179,,0.997326672077179,0.000883125098683892,0.883125098683892,cosine,256,12,0.001
76,0.9877991676330566,,0.9877991676330566,0.0008798733423234219,0.8798733423234218,cosine,256,12,0.001
77,0.9945713877677917,,0.9945713877677917,0.0008765839200782269,0.8765839200782269,cosine,256,12,0.001
78,0.7644767165184021,,0.7644767165184021,0.0008732572075439775,0.8732572075439774,cosine,256,12,0.001
79,1.14414644241333,,1.14414644241333,0.0008698935845742558,0.8698935845742558,cosine,256,12,0.001
80,0.9217553734779358,1.0741759836673737,1.0741759836673737,0.0008664934352371838,0.8664934352371838,cosine,256,12,0.001
81,0.9587107300758362,,0.9587107300758362,0.0008630571477715689,0.8630571477715689,cosine,256,12,0.001
82,0.7314872145652771,,0.7314872145652771,0.0008595851145425734,0.8595851145425734,cosine,256,12,0.001
83,1.003397822380066,,1.003397822380066,0.0008560777319969136,0.8560777319969136,cosine,256,12,0.001
84,1.1100748777389526,,1.1100748777389526,0.0008525354006175926,0.8525354006175926,cosine,256,12,0.001
85,0.5575330257415771,,0.5575330257415771,0.0008489585248781707,0.8489585248781707,cosine,256,12,0.001
86,0.996117115020752,,0.996117115020752,0.0008453475131965832,0.8453475131965832,cosine,256,12,0.001
87,0.9364063143730164,,0.9364063143730164,0.0008417027778885047,0.8417027778885048,cosine,256,12,0.001
88,1.0840058326721191,,1.0840058326721191,0.0008380247351202708,0.8380247351202708,cosine,256,12,0.001
89,0.6091285347938538,,0.6091285347938538,0.0008343138048613576,0.8343138048613576,cosine,256,12,0.001
90,0.9474668502807617,0.9562864899635315,0.9562864899635315,0.0008305704108364302,0.8305704108364301,cosine,256,12,0.001
91,0.9973437786102295,,0.9973437786102295,0.0008267949804769588,0.8267949804769588,cosine,256,12,0.001
92,0.6507048606872559,,0.6507048606872559,0.0008229879448724149,0.8229879448724149,cosine,256,12,0.001
93,0.6719456315040588,,0.6719456315040588,0.0008191497387210473,0.8191497387210472,cosine,256,12,0.001
94,1.076964020729065,,1.076964020729065,0.000815280800280247,0.815280800280247,cosine,256,12,0.001
95,1.0233399868011475,,1.0233399868011475,0.0008113815713165063,0.8113815713165062,cosine,256,12,0.001
96,0.41772449016571045,,0.41772449016571045,0.0008074524970549763,0.8074524970549763,cosine,256,12,0.001
97,0.603674590587616,,0.603674590587616,0.0008034940261286298,0.8034940261286299,cosine,256,12,0.001
98,1.1023753881454468,,1.1023753881454468,0.0007995066105270354,0.7995066105270353,cosine,256,12,0.001
99,1.041304349899292,,1.041304349899292,0.0007954907055447469,0.7954907055447469,cosine,256,12,0.001
100,0.5835086107254028,1.0022660195827484,1.0022660195827484,0.0007914467697293183,0.7914467697293183,cosine,256,12,0.001
101,0.9642155766487122,,0.9642155766487122,0.0007873752648289441,0.7873752648289442,cosine,256,12,0.001
102,0.8545337915420532,,0.8545337915420532,0.0007832766557397363,0.7832766557397364,cosine,256,12,0.001
103,0.857400119304657,,0.857400119304657,0.0007791514104526405,0.7791514104526405,cosine,256,12,0.001
104,0.600365400314331,,0.600365400314331,0.0007750000000000001,0.775,cosine,256,12,0.001
105,0.9028122425079346,,0.9028122425079346,0.0007708228984017721,0.7708228984017721,cosine,256,12,0.001
106,0.9656403064727783,,0.9656403064727783,0.0007666205826114025,0.7666205826114024,cosine,256,12,0.001
107,0.536522388458252,,0.536522388458252,0.0007623935324613654,0.7623935324613653,cosine,256,12,0.001
108,0.622259259223938,,0.622259259223938,0.000758142230608376,0.7581422306083759,cosine,256,12,0.001
109,0.9475234746932983,,0.9475234746932983,0.0007538671624782777,0.7538671624782777,cosine,256,12,0.001
110,0.7186706066131592,1.002751961350441,1.002751961350441,0.000749568816210616,0.749568816210616,cosine,256,12,0.001
111,0.5719104409217834,,0.5719104409217834,0.0007452476826029011,0.7452476826029011,cosine,256,12,0.001
112,0.7633763551712036,,0.7633763551712036,0.0007409042550545667,0.7409042550545667,cosine,256,12,0.001
113,0.8686882257461548,,0.8686882257461548,0.000736539029510633,0.736539029510633,cosine,256,12,0.001
114,0.6885779500007629,,0.6885779500007629,0.0007321525044050772,0.7321525044050772,cosine,256,12,0.001
115,0.5308927297592163,,0.5308927297592163,0.0007277451806039224,0.7277451806039223,cosine,256,12,0.001
116,1.035024642944336,,1.035024642944336,0.0007233175613480459,0.7233175613480458,cosine,256,12,0.001
117,0.7808783054351807,,0.7808783054351807,0.0007188701521957184,0.7188701521957184,cosine,256,12,0.001
118,0.736840546131134,,0.736840546131134,0.0007144034609648779,0.7144034609648778,cosine,256,12,0.001
119,0.793311357498169,,0.793311357498169,0.000709917997675145,0.709917997675145,cosine,256,12,0.001
120,0.7393589019775391,0.9575603604316711,0.9575603604316711,0.0007054142744895884,0.7054142744895884,cosine,256,12,0.001
121,0.8242459297180176,,0.8242459297180176,0.000700892805656244,0.700892805656244,cosine,256,12,0.001
122,0.5122736692428589,,0.5122736692428589,0.0006963541074493962,0.6963541074493962,cosine,256,12,0.001
123,0.6246391534805298,,0.6246391534805298,0.0006917986981106295,0.6917986981106294,cosine,256,12,0.001
124,0.6883101463317871,,0.6883101463317871,0.0006872270977896524,0.6872270977896523,cosine,256,12,0.001
125,0.7211085557937622,,0.7211085557937622,0.000682639828484907,0.6826398284849069,cosine,256,12,0.001
126,0.5725131034851074,,0.5725131034851074,0.0006780374139839646,0.6780374139839646,cosine,256,12,0.001
127,0.5897884964942932,,0.5897884964942932,0.0006734203798037187,0.6734203798037187,cosine,256,12,0.001
128,0.904427170753479,,0.904427170753479,0.0006687892531303794,0.6687892531303794,cosine,256,12,0.001
129,0.7455958724021912,,0.7455958724021912,0.0006641445627592783,0.6641445627592782,cosine,256,12,0.001
130,0.5320995450019836,0.8720010593533516,0.8720010593533516,0.000659486839034489,0.6594868390344889,cosine,256,12,0.001
131,0.6224497556686401,,0.6224497556686401,0.0006548166137882704,0.6548166137882704,cosine,256,12,0.001
132,0.9438579082489014,,0.9438579082489014,0.0006501344202803415,0.6501344202803414,cosine,256,12,0.001
133,0.5782836675643921,,0.5782836675643921,0.0006454407931369917,0.6454407931369917,cosine,256,12,0.001
134,0.6266666650772095,,0.6266666650772095,0.000640736268290035,0.6407362682900349,cosine,256,12,0.001
135,0.5023517608642578,,0.5023517608642578,0.0006360213829156176,0.6360213829156176,cosine,256,12,0.001
136,0.7708023190498352,,0.7708023190498352,0.0006312966753728795,0.6312966753728795,cosine,256,12,0.001
137,0.30533504486083984,,0.30533504486083984,0.0006265626851424847,0.6265626851424847,cosine,256,12,0.001
138,0.5508770942687988,,0.5508770942687988,0.0006218199527650207,0.6218199527650207,cosine,256,12,0.001
139,0.6458538770675659,,0.6458538770675659,0.0006170690197792785,0.6170690197792785,cosine,256,12,0.001
140,0.5876786112785339,0.7471914105117321,0.7471914105117321,0.0006123104286604183,0.6123104286604183,cosine,256,12,0.001
141,0.5542738437652588,,0.5542738437652588,0.0006075447227580277,0.6075447227580277,cosine,256,12,0.001
142,0.43371817469596863,,0.43371817469596863,0.0006027724462340809,0.6027724462340809,cosine,256,12,0.001
143,0.524171769618988,,0.524171769618988,0.0005979941440008041,0.5979941440008041,cosine,256,12,0.001
144,0.5046003460884094,,0.5046003460884094,0.0005932103616584568,0.5932103616584568,cosine,256,12,0.001
145,0.5827481746673584,,0.5827481746673584,0.0005884216454330329,0.5884216454330329,cosine,256,12,0.001
146,0.519646406173706,,0.519646406173706,0.000583628542113891,0.5836285421138909,cosine,256,12,0.001
147,0.6282353401184082,,0.6282353401184082,0.0005788315989913209,0.5788315989913209,cosine,256,12,0.001
148,0.3788021504878998,,0.3788021504878998,0.0005740313637940521,0.5740313637940521,cosine,256,12,0.001
149,0.47521674633026123,,0.47521674633026123,0.0005692283846267126,0.5692283846267125,cosine,256,12,0.001
150,0.5390813946723938,0.7026802003383636,0.7026802003383636,0.0005644232099072449,0.5644232099072449,cosine,256,12,0.001
151,0.4814351797103882,,0.4814351797103882,0.0005596163883042857,0.5596163883042857,cosine,256,12,0.001
152,0.38140934705734253,,0.38140934705734253,0.0005548084686745181,0.554808468674518,cosine,256,12,0.001
153,0.7137120962142944,,0.7137120962142944,0.00055,0.55,cosine,256,12,0.001
154,0.37669575214385986,,0.37669575214385986,0.0005451915313254822,0.5451915313254821,cosine,256,12,0.001
155,0.33209478855133057,,0.33209478855133057,0.0005403836116957143,0.5403836116957144,cosine,256,12,0.001
156,0.4572971761226654,,0.4572971761226654,0.0005355767900927552,0.5355767900927552,cosine,256,12,0.001
157,0.43521133065223694,,0.43521133065223694,0.0005307716153732876,0.5307716153732875,cosine,256,12,0.001
158,0.49844658374786377,,0.49844658374786377,0.0005259686362059481,0.525968636205948,cosine,256,12,0.001
159,0.41933107376098633,,0.41933107376098633,0.0005211684010086792,0.5211684010086792,cosine,256,12,0.001
160,0.49032413959503174,0.6652421094477177,0.6652421094477177,0.0005163714578861091,0.516371457886109,cosine,256,12,0.001
161,0.4788994789123535,,0.4788994789123535,0.0005115783545669671,0.5115783545669671,cosine,256,12,0.001
162,0.38731613755226135,,0.38731613755226135,0.0005067896383415433,0.5067896383415432,cosine,256,12,0.001
163,0.3892553150653839,,0.3892553150653839,0.0005020058559991959,0.5020058559991959,cosine,256,12,0.001
164,0.4200597405433655,,0.4200597405433655,0.0004972275537659192,0.4972275537659192,cosine,256,12,0.001
165,0.33416038751602173,,0.33416038751602173,0.0004924552772419723,0.49245527724197224,cosine,256,12,0.001
166,0.4865306317806244,,0.4865306317806244,0.0004876895713395816,0.4876895713395816,cosine,256,12,0.001
167,0.44567611813545227,,0.44567611813545227,0.00048293098022072144,0.48293098022072145,cosine,256,12,0.001
168,0.33906543254852295,,0.33906543254852295,0.0004781800472349794,0.4781800472349794,cosine,256,12,0.001
169,0.5204563736915588,,0.5204563736915588,0.0004734373148575154,0.4734373148575154,cosine,256,12,0.001
170,0.29661253094673157,0.5715897120535374,0.5715897120535374,0.0004687033246271206,0.4687033246271206,cosine,256,12,0.001
171,0.3357200622558594,,0.3357200622558594,0.0004639786170843826,0.4639786170843826,cosine,256,12,0.001
172,0.4127001166343689,,0.4127001166343689,0.00045926373170996514,0.45926373170996515,cosine,256,12,0.001
173,0.40365707874298096,,0.40365707874298096,0.00045455920686300854,0.45455920686300855,cosine,256,12,0.001
174,0.2703576683998108,,0.2703576683998108,0.0004498655797196586,0.44986557971965857,cosine,256,12,0.001
175,0.2671195864677429,,0.2671195864677429,0.00044518338621172973,0.4451833862117297,cosine,256,12,0.001
176,0.3447381556034088,,0.3447381556034088,0.00044051316096551117,0.4405131609655112,cosine,256,12,0.001
177,0.3353928029537201,,0.3353928029537201,0.00043585543724072173,0.43585543724072173,cosine,256,12,0.001
178,0.40045368671417236,,0.40045368671417236,0.0004312107468696206,0.4312107468696206,cosine,256,12,0.001
179,0.4045717716217041,,0.4045717716217041,0.0004265796201962815,0.4265796201962815,cosine,256,12,0.001
180,0.47261661291122437,0.5086533911526203,0.5086533911526203,0.00042196258601603546,0.4219625860160354,cosine,256,12,0.001
181,0.2246645838022232,,0.2246645838022232,0.00041736017151509306,0.4173601715150931,cosine,256,12,0.001
182,0.43492549657821655,,0.43492549657821655,0.0004127729022103478,0.4127729022103478,cosine,256,12,0.001
183,0.336808979511261,,0.336808979511261,0.0004082013018893708,0.40820130188937076,cosine,256,12,0.001
184,0.29414743185043335,,0.29414743185043335,0.0004036458925506039,0.4036458925506039,cosine,256,12,0.001
185,0.136252760887146,,0.136252760887146,0.0003991071943437561,0.3991071943437561,cosine,256,12,0.001
186,0.36675137281417847,,0.36675137281417847,0.0003945857255104116,0.3945857255104116,cosine,256,12,0.001
187,0.4613615870475769,,0.4613615870475769,0.00039008200232485514,0.3900820023248551,cosine,256,12,0.001
188,0.3294107913970947,,0.3294107913970947,0.00038559653903512224,0.38559653903512225,cosine,256,12,0.001
189,0.29754942655563354,,0.29754942655563354,0.0003811298478042817,0.3811298478042817,cosine,256,12,0.001
190,0.36547327041625977,0.5065605342388153,0.5065605342388153,0.00037668243865195415,0.37668243865195417,cosine,256,12,0.001
191,0.44626086950302124,,0.44626086950302124,0.00037225481939607766,0.37225481939607763,cosine,256,12,0.001
192,0.1854824423789978,,0.1854824423789978,0.0003678474955949228,0.3678474955949228,cosine,256,12,0.001
193,0.42159733176231384,,0.42159733176231384,0.0003634609704893671,0.3634609704893671,cosine,256,12,0.001
194,0.30759286880493164,,0.30759286880493164,0.00035909574494543306,0.35909574494543306,cosine,256,12,0.001
195,0.36190325021743774,,0.36190325021743774,0.0003547523173970989,0.3547523173970989,cosine,256,12,0.001
196,0.30425071716308594,,0.30425071716308594,0.000350431183789384,0.350431183789384,cosine,256,12,0.001
197,0.618270754814148,,0.618270754814148,0.0003461328375217223,0.3461328375217223,cosine,256,12,0.001
198,0.4286699891090393,,0.4286699891090393,0.0003418577693916243,0.34185776939162427,cosine,256,12,0.001
