step,train_loss,probe_loss,curve_loss,lr,lr_multiplier,schedule,width,seed,base_lr
265,0.20181620121002197,,0.20181620121002197,0.00013110681311010814,0.13110681311010813,cosine,256,10,0.001
266,0.23642320930957794,,0.23642320930957794,0.00012937399745192605,0.12937399745192604,cosine,256,10,0.001
267,0.19988369941711426,,0.19988369941711426,0.00012768921007760787,0.12768921007760786,cosine,256,10,0.001
268,0.14573661983013153,,0.14573661983013153,0.00012605264336101,0.12605264336101,cosine,256,10,0.001
269,0.2024661898612976,,0.2024661898612976,0.00012446448417001603,0.12446448417001603,cosine,256,10,0.001
270,0.15986862778663635,0.2238257322460413,0.2238257322460413,0.00012292491384519912,0.12292491384519912,cosine,256,10,0.001
271,0.23206086456775665,,0.23206086456775665,0.0001214341081791165,0.1214341081791165,cosine,256,10,0.001
272,0.19061319530010223,,0.19061319530010223,0.00011999223739623666,0.11999223739623666,cosine,256,10,0.001
273,0.29464834928512573,,0.29464834928512573,0.00011859946613350275,0.11859946613350275,cosine,256,10,0.001
274,0.17680853605270386,,0.17680853605270386,0.00011725595342153371,0.1172559534215337,cosine,256,10,0.001
275,0.2378687858581543,,0.2378687858581543,0.00011596185266646594,0.11596185266646594,cosine,256,10,0.001
276,0.10661047697067261,,0.10661047697067261,0.00011471731163243675,0.11471731163243676,cosine,256,10,0.001
277,0.28713953495025635,,0.28713953495025635,0.00011352247242471242,0.11352247242471242,cosine,256,10,0.001
278,0.1768224984407425,,0.1768224984407425,0.00011237747147346202,0.11237747147346203,cosine,256,10,0.001
279,0.24049727618694305,,0.24049727618694305,0.00011128243951817938,0.11128243951817937,cosine,256,10,0.001
280,0.12970580160617828,0.20663197711110115,0.20663197711110115,0.00011023750159275521,0.11023750159275521,cosine,256,10,0.001
281,0.23934084177017212,,0.23934084177017212,0.00010924277701119999,0.10924277701119998,cosine,256,10,0.001
282,0.2940928339958191,,0.2940928339958191,0.00010829837935402057,0.10829837935402056,cosine,256,10,0.001
283,0.15049228072166443,,0.15049228072166443,0.00010740441645525128,0.10740441645525128,cosine,256,10,0.001
284,0.19823160767555237,,0.19823160767555237,0.00010656099039014087,0.10656099039014086,cosine,256,10,0.001
285,0.23010948300361633,,0.23010948300361633,0.00010576819746349742,0.10576819746349743,cosine,256,10,0.001
286,0.36986586451530457,,0.36986586451530457,0.00010502612819869217,0.10502612819869217,cosine,256,10,0.001
287,0.14867861568927765,,0.14867861568927765,0.00010433486732732288,0.10433486732732289,cosine,256,10,0.001
288,0.37749573588371277,,0.37749573588371277,0.00010369449377953928,0.10369449377953928,cosine,256,10,0.001
289,0.25250303745269775,,0.25250303745269775,0.00010310508067503047,0.10310508067503046,cosine,256,10,0.001
290,0.12900380790233612,0.18858246318995953,0.18858246318995953,0.0001025666953146759,0.10256669531467591,cosine,256,10,0.001
291,0.20939598977565765,,0.20939598977565765,0.0001020793991728608,0.1020793991728608,cosine,256,10,0.001
292,0.15466903150081635,,0.15466903150081635,0.0001016432478904569,0.1016432478904569,cosine,256,10,0.001
293,0.22747786343097687,,0.22747786343097687,0.00010125829126846895,0.10125829126846894,cosine,256,10,0.001
294,0.16309979557991028,,0.16309979557991028,0.00010092457326234867,0.10092457326234866,cosine,256,10,0.001
295,0.18050435185432434,,0.18050435185432434,0.00010064213197697547,0.10064213197697547,cosine,256,10,0.001
296,0.2255638688802719,,0.2255638688802719,0.00010041099966230578,0.10041099966230578,cosine,256,10,0.001
297,0.2880019545555115,,0.2880019545555115,0.00010023120270969045,0.10023120270969045,cosine,256,10,0.001
298,0.10103029757738113,,0.10103029757738113,0.00010010276164886145,0.10010276164886145,cosine,256,10,0.001
299,0.2715771794319153,,0.2715771794319153,0.00010002569114558753,0.10002569114558753,cosine,256,10,0.001
300,0.19113463163375854,0.17832403257489204,0.17832403257489204,0.0001,0.1,cosine,256,10,0.001
1,3.4637770652770996,3.392329752445221,3.392329752445221,0.00016666666666666666,0.16666666666666666,cosine,256,11,0.001
2,3.4360437393188477,,3.4360437393188477,0.0003333333333333333,0.3333333333333333,cosine,256,11,0.001
3,3.3996734619140625,,3.3996734619140625,0.0005,0.5,cosine,256,11,0.001
4,3.2917823791503906,,3.2917823791503906,0.0006666666666666666,0.6666666666666666,cosine,256,11,0.001
5,3.060009241104126,,3.060009241104126,0.0008333333333333334,0.8333333333333334,cosine,256,11,0.001
6,2.7945196628570557,,2.7945196628570557,0.001,1.0,cosine,256,11,0.001
7,2.654517412185669,,2.654517412185669,0.0009999743088544126,0.9999743088544125,cosine,256,11,0.001
8,2.763272523880005,,2.763272523880005,0.0009998972383511385,0.9998972383511385,cosine,256,11,0.001
9,2.4726526737213135,,2.4726526737213135,0.0009997687972903096,0.9997687972903095,cosine,256,11,0.001
10,2.5273361206054688,2.202564775943756,2.202564775943756,0.0009995890003376942,0.9995890003376942,cosine,256,11,0.001
11,2.3916513919830322,,2.3916513919830322,0.0009993578680230245,0.9993578680230245,cosine,256,11,0.001
12,2.6256320476531982,,2.6256320476531982,0.0009990754267376514,0.9990754267376514,cosine,256,11,0.001
13,2.2544891834259033,,2.2544891834259033,0.000998741708731531,0.998741708731531,cosine,256,11,0.001
14,2.359017848968506,,2.359017848968506,0.0009983567521095432,0.9983567521095431,cosine,256,11,0.001
15,1.8665066957473755,,1.8665066957473755,0.0009979206008271391,0.9979206008271392,cosine,256,11,0.001
16,2.3004448413848877,,2.3004448413848877,0.000997433304685324,0.9974333046853241,cosine,256,11,0.001
17,2.144582748413086,,2.144582748413086,0.0009968949193249696,0.9968949193249695,cosine,256,11,0.001
18,2.124793529510498,,2.124793529510498,0.0009963055062204608,0.9963055062204608,cosine,256,11,0.001
19,1.956613540649414,,1.956613540649414,0.000995665132672677,0.9956651326726771,cosine,256,11,0.001
20,1.8901346921920776,1.7437605261802673,1.7437605261802673,0.000994973871801308,0.9949738718013078,cosine,256,11,0.001
21,2.0494768619537354,,2.0494768619537354,0.0009942318025365027,0.9942318025365027,cosine,256,11,0.001
22,2.0866587162017822,,2.0866587162017822,0.0009934390096098592,0.9934390096098591,cosine,256,11,0.001
23,1.7077605724334717,,1.7077605724334717,0.0009925955835447487,0.9925955835447487,cosine,256,11,0.001
24,1.7742384672164917,,1.7742384672164917,0.0009917016206459795,0.9917016206459794,cosine,256,11,0.001
25,1.8291409015655518,,1.8291409015655518,0.0009907572229888,0.9907572229888,cosine,256,11,0.001
26,1.6244091987609863,,1.6244091987609863,0.0009897624984072447,0.9897624984072447,cosine,256,11,0.001
27,1.623175024986267,,1.623175024986267,0.0009887175604818205,0.9887175604818206,cosine,256,11,0.001
28,1.7900640964508057,,1.7900640964508057,0.000987622528526538,0.987622528526538,cosine,256,11,0.001
29,1.8446266651153564,,1.8446266651153564,0.0009864775275752876,0.9864775275752876,cosine,256,11,0.001
30,1.539847731590271,1.4754159450531006,1.4754159450531006,0.0009852826883675633,0.9852826883675633,cosine,256,11,0.001
31,1.7351417541503906,,1.7351417541503906,0.000984038147333534,0.9840381473335341,cosine,256,11,0.001
32,1.7463786602020264,,1.7463786602020264,0.0009827440465784664,0.9827440465784664,cosine,256,11,0.001
33,1.7898300886154175,,1.7898300886154175,0.0009814005338664973,0.9814005338664973,cosine,256,11,0.001
34,1.5217933654785156,,1.5217933654785156,0.0009800077626037633,0.9800077626037633,cosine,256,11,0.001
35,1.7084466218948364,,1.7084466218948364,0.0009785658918208835,0.9785658918208835,cosine,256,11,0.001
36,1.7226667404174805,,1.7226667404174805,0.000977075086154801,0.9770750861548009,cosine,256,11,0.001
37,1.5522327423095703,,1.5522327423095703,0.000975535515829984,0.975535515829984,cosine,256,11,0.001
38,1.4125734567642212,,1.4125734567642212,0.00097394735663899,0.97394735663899,cosine,256,11,0.001
39,1.556947112083435,,1.556947112083435,0.0009723107899223921,0.9723107899223922,cosine,256,11,0.001
40,1.6243484020233154,1.4105976819992065,1.4105976819992065,0.000970626002548074,0.970626002548074,cosine,256,11,0.001
41,1.3528709411621094,,1.3528709411621094,0.0009688931868898919,0.9688931868898919,cosine,256,11,0.001
42,1.625054121017456,,1.625054121017456,0.0009671125408057098,0.9671125408057097,cosine,256,11,0.001
43,1.4848151206970215,,1.4848151206970215,0.0009652842676148067,0.9652842676148067,cosine,256,11,0.001
44,1.6395812034606934,,1.6395812034606934,0.0009634085760746613,0.9634085760746612,cosine,256,11,0.001
45,1.1408498287200928,,1.1408498287200928,0.0009614856803571156,0.9614856803571156,cosine,256,11,0.001
46,1.525691270828247,,1.525691270828247,0.00095951580002392,0.95951580002392,cosine,256,11,0.001
47,1.538013219833374,,1.538013219833374,0.000957499160001663,0.9574991600016629,cosine,256,11,0.001
48,1.2499446868896484,,1.2499446868896484,0.0009554359905560886,0.9554359905560885,cosine,256,11,0.001
49,1.1514002084732056,,1.1514002084732056,0.000953326527265804,0.953326527265804,cosine,256,11,0.001
50,1.4609382152557373,1.3772610127925873,1.3772610127925873,0.0009511710109953803,0.9511710109953803,cosine,256,11,0.001
51,1.7166800498962402,,1.7166800498962402,0.0009489696878678501,0.9489696878678501,cosine,256,11,0.001
52,1.1292110681533813,,1.1292110681533813,0.000946722809236604,0.946722809236604,cosine,256,11,0.001
53,1.333062767982483,,1.333062767982483,0.0009444306316566914,0.9444306316566914,cosine,256,11,0.001
54,1.4189424514770508,,1.4189424514770508,0.0009420934168555253,0.9420934168555253,cosine,256,11,0.001
55,1.3740400075912476,,1.3740400075912476,0.0009397114317029974,0.9397114317029974,cosine,256,11,0.001
56,1.0035691261291504,,1.0035691261291504,0.0009372849481810073,0.9372849481810073,cosine,256,11,0.001
57,1.4271973371505737,,1.4271973371505737,0.0009348142433524058,0.9348142433524058,cosine,256,11,0.001
58,1.2942613363265991,,1.2942613363265991,0.0009322995993293593,0.9322995993293592,cosine,256,11,0.001
59,1.1358065605163574,,1.1358065605163574,0.0009297413032411375,0.9297413032411375,cosine,256,11,0.001
60,1.059553623199463,1.261091336607933,1.261091336607933,0.0009271396472013282,0.9271396472013282,cosine,256,11,0.001
61,1.4067096710205078,,1.4067096710205078,0.0009244949282744832,0.9244949282744832,cosine,256,11,0.001
62,1.4759069681167603,,1.4759069681167603,0.0009218074484421977,0.9218074484421978,cosine,256,11,0.001
63,0.8679820895195007,,0.8679820895195007,0.0009190775145686302,0.9190775145686302,cosine,256,11,0.001
64,1.094571828842163,,1.094571828842163,0.0009163054383654632,0.9163054383654632,cosine,256,11,0.001
65,1.2027215957641602,,1.2027215957641602,0.0009134915363563116,0.9134915363563115,cosine,256,11,0.001
66,1.2171088457107544,,1.2171088457107544,0.0009106361298405805,0.9106361298405805,cosine,256,11,0.001
67,0.9728456735610962,,0.9728456735610962,0.000907739544856779,0.907739544856779,cosine,256,11,0.001
68,1.1465797424316406,,1.1465797424316406,0.0009048021121452915,0.9048021121452915,cosine,256,11,0.001
69,1.125502347946167,,1.125502347946167,0.0009018241671106134,0.9018241671106134,cosine,256,11,0.001
70,1.041182041168213,1.1928598135709763,1.1928598135709763,0.0008988060497830534,0.8988060497830533,cosine,256,11,0.001
71,0.9136413335800171,,0.9136413335800171,0.0008957481047799075,0.8957481047799075,cosine,256,11,0.001
72,1.4080740213394165,,1.4080740213394165,0.0008926506812661105,0.8926506812661105,cosine,256,11,0.001
73,1.063865065574646,,1.063865065574646,0.0008895141329143666,0.8895141329143665,cosine,256,11,0.001
74,0.7380183339118958,,0.7380183339118958,0.0008863388178647659,0.8863388178647659,cosine,256,11,0.001
75,0.8647652864456177,,0.8647652864456177,0.000883125098683892,0.883125098683892,cosine,256,11,0.001
76,1.0906879901885986,,1.0906879901885986,0.0008798733423234219,0.8798733423234218,cosine,256,11,0.001
77,1.0643311738967896,,1.0643311738967896,0.0008765839200782269,0.8765839200782269,cosine,256,11,0.001
78,0.7703342437744141,,0.7703342437744141,0.0008732572075439775,0.8732572075439774,cosine,256,11,0.001
79,1.1438912153244019,,1.1438912153244019,0.0008698935845742558,0.8698935845742558,cosine,256,11,0.001
80,0.8754557371139526,1.1194861680269241,1.1194861680269241,0.0008664934352371838,0.8664934352371838,cosine,256,11,0.001
81,0.8288108706474304,,0.8288108706474304,0.0008630571477715689,0.8630571477715689,cosine,256,11,0.001
82,0.8090760111808777,,0.8090760111808777,0.0008595851145425734,0.8595851145425734,cosine,256,11,0.001
83,1.1210875511169434,,1.1210875511169434,0.0008560777319969136,0.8560777319969136,cosine,256,11,0.001
84,1.1357731819152832,,1.1357731819152832,0.0008525354006175926,0.8525354006175926,cosine,256,11,0.001
85,0.6849086284637451,,0.6849086284637451,0.0008489585248781707,0.8489585248781707,cosine,256,11,0.001
86,0.8296971917152405,,0.8296971917152405,0.0008453475131965832,0.8453475131965832,cosine,256,11,0.001
87,0.9057546854019165,,0.9057546854019165,0.0008417027778885047,0.8417027778885048,cosine,256,11,0.001
88,1.0484939813613892,,1.0484939813613892,0.0008380247351202708,0.8380247351202708,cosine,256,11,0.001
89,0.5548835396766663,,0.5548835396766663,0.0008343138048613576,0.8343138048613576,cosine,256,11,0.001
90,0.8685667514801025,1.0591204166412354,1.0591204166412354,0.0008305704108364302,0.8305704108364301,cosine,256,11,0.001
91,0.8381797671318054,,0.8381797671318054,0.0008267949804769588,0.8267949804769588,cosine,256,11,0.001
92,0.7693871259689331,,0.7693871259689331,0.0008229879448724149,0.8229879448724149,cosine,256,11,0.001
93,0.5392383337020874,,0.5392383337020874,0.0008191497387210473,0.8191497387210472,cosine,256,11,0.001
94,0.9915152192115784,,0.9915152192115784,0.000815280800280247,0.815280800280247,cosine,256,11,0.001
95,0.806830644607544,,0.806830644607544,0.0008113815713165063,0.8113815713165062,cosine,256,11,0.001
96,0.3917837142944336,,0.3917837142944336,0.0008074524970549763,0.8074524970549763,cosine,256,11,0.001
97,0.6069138050079346,,0.6069138050079346,0.0008034940261286298,0.8034940261286299,cosine,256,11,0.001
98,0.8591139912605286,,0.8591139912605286,0.0007995066105270354,0.7995066105270353,cosine,256,11,0.001
99,0.8521132469177246,,0.8521132469177246,0.0007954907055447469,0.7954907055447469,cosine,256,11,0.001
100,0.623568058013916,0.9589449241757393,0.9589449241757393,0.0007914467697293183,0.7914467697293183,cosine,256,11,0.001
101,1.0750174522399902,,1.0750174522399902,0.0007873752648289441,0.7873752648289442,cosine,256,11,0.001
102,0.8377135992050171,,0.8377135992050171,0.0007832766557397363,0.7832766557397364,cosine,256,11,0.001
103,0.750878632068634,,0.750878632068634,0.0007791514104526405,0.7791514104526405,cosine,256,11,0.001
104,0.5574383735656738,,0.5574383735656738,0.0007750000000000001,0.775,cosine,256,11,0.001
105,0.9746913909912109,,0.9746913909912109,0.0007708228984017721,0.7708228984017721,cosine,256,11,0.001
106,1.0177481174468994,,1.0177481174468994,0.0007666205826114025,0.7666205826114024,cosine,256,11,0.001
107,0.4667174220085144,,0.4667174220085144,0.0007623935324613654,0.7623935324613653,cosine,256,11,0.001
108,0.490426242351532,,0.490426242351532,0.000758142230608376,0.7581422306083759,cosine,256,11,0.001
109,0.7522398233413696,,0.7522398233413696,0.0007538671624782777,0.7538671624782777,cosine,256,11,0.001
110,0.8242191076278687,0.9428631812334061,0.9428631812334061,0.000749568816210616,0.749568816210616,cosine,256,11,0.001
111,0.5480327010154724,,0.5480327010154724,0.0007452476826029011,0.7452476826029011,cosine,256,11,0.001
112,0.6826364398002625,,0.6826364398002625,0.0007409042550545667,0.7409042550545667,cosine,256,11,0.001
113,0.8499215245246887,,0.8499215245246887,0.000736539029510633,0.736539029510633,cosine,256,11,0.001
114,0.7738483548164368,,0.7738483548164368,0.0007321525044050772,0.7321525044050772,cosine,256,11,0.001
115,0.6462634801864624,,0.6462634801864624,0.0007277451806039224,0.7277451806039223,cosine,256,11,0.001
116,0.7270832061767578,,0.7270832061767578,0.0007233175613480459,0.7233175613480458,cosine,256,11,0.001
117,0.7728338241577148,,0.7728338241577148,0.0007188701521957184,0.7188701521957184,cosine,256,11,0.001
118,0.5565420985221863,,0.5565420985221863,0.0007144034609648779,0.7144034609648778,cosine,256,11,0.001
119,0.4931541085243225,,0.4931541085243225,0.000709917997675145,0.709917997675145,cosine,256,11,0.001
120,0.7654184699058533,0.9794737547636032,0.9794737547636032,0.0007054142744895884,0.7054142744895884,cosine,256,11,0.001
121,0.9340027570724487,,0.9340027570724487,0.000700892805656244,0.700892805656244,cosine,256,11,0.001
122,0.4881161153316498,,0.4881161153316498,0.0006963541074493962,0.6963541074493962,cosine,256,11,0.001
123,0.6468353867530823,,0.6468353867530823,0.0006917986981106295,0.6917986981106294,cosine,256,11,0.001
124,0.5176823139190674,,0.5176823139190674,0.0006872270977896524,0.6872270977896523,cosine,256,11,0.001
125,0.6417925953865051,,0.6417925953865051,0.000682639828484907,0.6826398284849069,cosine,256,11,0.001
126,0.4970434606075287,,0.4970434606075287,0.0006780374139839646,0.6780374139839646,cosine,256,11,0.001
127,0.6349180340766907,,0.6349180340766907,0.0006734203798037187,0.6734203798037187,cosine,256,11,0.001
128,0.5394613742828369,,0.5394613742828369,0.0006687892531303794,0.6687892531303794,cosine,256,11,0.001
129,0.41797471046447754,,0.41797471046447754,0.0006641445627592783,0.6641445627592782,cosine,256,11,0.001
130,0.5718547105789185,0.9638144373893738,0.9638144373893738,0.000659486839034489,0.6594868390344889,cosine,256,11,0.001
131,0.5850287675857544,,0.5850287675857544,0.0006548166137882704,0.6548166137882704,cosine,256,11,0.001
132,0.9529399871826172,,0.9529399871826172,0.0006501344202803415,0.6501344202803414,cosine,256,11,0.001
133,0.46376755833625793,,0.46376755833625793,0.0006454407931369917,0.6454407931369917,cosine,256,11,0.001
134,0.6021435856819153,,0.6021435856819153,0.000640736268290035,0.6407362682900349,cosine,256,11,0.001
135,0.592077910900116,,0.592077910900116,0.0006360213829156176,0.6360213829156176,cosine,256,11,0.001
136,0.7104527950286865,,0.7104527950286865,0.0006312966753728795,0.6312966753728795,cosine,256,11,0.001
137,0.4087074100971222,,0.4087074100971222,0.0006265626851424847,0.6265626851424847,cosine,256,11,0.001
138,0.5623055696487427,,0.5623055696487427,0.0006218199527650207,0.6218199527650207,cosine,256,11,0.001
139,0.815845251083374,,0.815845251083374,0.0006170690197792785,0.6170690197792785,cosine,256,11,0.001
140,0.5211343765258789,0.8002564311027527,0.8002564311027527,0.0006123104286604183,0.6123104286604183,cosine,256,11,0.001
141,0.3922231197357178,,0.3922231197357178,0.0006075447227580277,0.6075447227580277,cosine,256,11,0.001
142,0.5569007992744446,,0.5569007992744446,0.0006027724462340809,0.6027724462340809,cosine,256,11,0.001
143,0.6340792179107666,,0.6340792179107666,0.0005979941440008041,0.5979941440008041,cosine,256,11,0.001
144,0.4105219841003418,,0.4105219841003418,0.0005932103616584568,0.5932103616584568,cosine,256,11,0.001
145,0.7204660773277283,,0.7204660773277283,0.0005884216454330329,0.5884216454330329,cosine,256,11,0.001
146,0.45588451623916626,,0.45588451623916626,0.000583628542113891,0.5836285421138909,cosine,256,11,0.001
147,0.4879886507987976,,0.4879886507987976,0.0005788315989913209,0.5788315989913209,cosine,256,11,0.001
148,0.4286547899246216,,0.4286547899246216,0.0005740313637940521,0.5740313637940521,cosine,256,11,0.001
149,0.6340420246124268,,0.6340420246124268,0.0005692283846267126,0.5692283846267125,cosine,256,11,0.001
150,0.5200828313827515,0.7659836336970329,0.7659836336970329,0.0005644232099072449,0.5644232099072449,cosine,256,11,0.001
151,0.4695144593715668,,0.4695144593715668,0.0005596163883042857,0.5596163883042857,cosine,256,11,0.001
152,0.40078485012054443,,0.40078485012054443,0.0005548084686745181,0.554808468674518,cosine,256,11,0.001
153,0.5440789461135864,,0.5440789461135864,0.00055,0.55,cosine,256,11,0.001
154,0.4805591106414795,,0.4805591106414795,0.0005451915313254822,0.5451915313254821,cosine,256,11,0.001
155,0.4077538251876831,,0.4077538251876831,0.0005403836116957143,0.5403836116957144,cosine,256,11,0.001
156,0.34787264466285706,,0.34787264466285706,0.0005355767900927552,0.5355767900927552,cosine,256,11,0.001
157,0.3812558650970459,,0.3812558650970459,0.0005307716153732876,0.5307716153732875,cosine,256,11,0.001
158,0.47005003690719604,,0.47005003690719604,0.0005259686362059481,0.525968636205948,cosine,256,11,0.001
159,0.3128089904785156,,0.3128089904785156,0.0005211684010086792,0.5211684010086792,cosine,256,11,0.001
160,0.5911003351211548,0.7628244459629059,0.7628244459629059,0.0005163714578861091,0.516371457886109,cosine,256,11,0.001
161,0.40549135208129883,,0.40549135208129883,0.0005115783545669671,0.5115783545669671,cosine,256,11,0.001
162,0.4180485010147095,,0.4180485010147095,0.0005067896383415433,0.5067896383415432,cosine,256,11,0.001
163,0.30500954389572144,,0.30500954389572144,0.0005020058559991959,0.5020058559991959,cosine,256,11,0.001
164,0.43009692430496216,,0.43009692430496216,0.0004972275537659192,0.4972275537659192,cosine,256,11,0.001
165,0.6717112064361572,,0.6717112064361572,0.0004924552772419723,0.49245527724197224,cosine,256,11,0.001
166,0.37125301361083984,,0.37125301361083984,0.0004876895713395816,0.4876895713395816,cosine,256,11,0.001
167,0.4981120228767395,,0.4981120228767395,0.00048293098022072144,0.48293098022072145,cosine,256,11,0.001
168,0.36203131079673767,,0.36203131079673767,0.0004781800472349794,0.4781800472349794,cosine,256,11,0.001
169,0.48792508244514465,,0.48792508244514465,0.0004734373148575154,0.4734373148575154,cosine,256,11,0.001
170,0.35082995891571045,0.727913711220026,0.727913711220026,0.0004687033246271206,0.4687033246271206,cosine,256,11,0.001
171,0.38592293858528137,,0.38592293858528137,0.0004639786170843826,0.4639786170843826,cosine,256,11,0.001
172,0.49087095260620117,,0.49087095260620117,0.00045926373170996514,0.45926373170996515,cosine,256,11,0.001
173,0.541477620601654,,0.541477620601654,0.00045455920686300854,0.45455920686300855,cosine,256,11,0.001
174,0.29111289978027344,,0.29111289978027344,0.0004498655797196586,0.44986557971965857,cosine,256,11,0.001
175,0.38089197874069214,,0.38089197874069214,0.00044518338621172973,0.4451833862117297,cosine,256,11,0.001
176,0.3580549955368042,,0.3580549955368042,0.00044051316096551117,0.4405131609655112,cosine,256,11,0.001
177,0.31131085753440857,,0.31131085753440857,0.00043585543724072173,0.43585543724072173,cosine,256,11,0.001
178,0.3447633385658264,,0.3447633385658264,0.0004312107468696206,0.4312107468696206,cosine,256,11,0.001
179,0.3773902654647827,,0.3773902654647827,0.0004265796201962815,0.4265796201962815,cosine,256,11,0.001
180,0.33162155747413635,0.7053707465529442,0.7053707465529442,0.00042196258601603546,0.4219625860160354,cosine,256,11,0.001
181,0.1910649836063385,,0.1910649836063385,0.00041736017151509306,0.4173601715150931,cosine,256,11,0.001
182,0.32682478427886963,,0.32682478427886963,0.0004127729022103478,0.4127729022103478,cosine,256,11,0.001
183,0.3157014846801758,,0.3157014846801758,0.0004082013018893708,0.40820130188937076,cosine,256,11,0.001
184,0.2965489625930786,,0.2965489625930786,0.0004036458925506039,0.4036458925506039,cosine,256,11,0.001
185,0.2561798095703125,,0.2561798095703125,0.0003991071943437561,0.3991071943437561,cosine,256,11,0.001
186,0.31617242097854614,,0.31617242097854614,0.0003945857255104116,0.3945857255104116,cosine,256,11,0.001
187,0.38423165678977966,,0.38423165678977966,0.00039008200232485514,0.3900820023248551,cosine,256,11,0.001
188,0.22937756776809692,,0.22937756776809692,0.00038559653903512224,0.38559653903512225,cosine,256,11,0.001
189,0.27304956316947937,,0.27304956316947937,0.0003811298478042817,0.3811298478042817,cosine,256,11,0.001
190,0.3874635398387909,0.6409681737422943,0.6409681737422943,0.00037668243865195415,0.37668243865195417,cosine,256,11,0.001
191,0.4255058765411377,,0.4255058765411377,0.00037225481939607766,0.37225481939607763,cosine,256,11,0.001
192,0.17909830808639526,,0.17909830808639526,0.0003678474955949228,0.3678474955949228,cosine,256,11,0.001
193,0.30642440915107727,,0.30642440915107727,0.0003634609704893671,0.3634609704893671,cosine,256,11,0.001
194,0.41387033462524414,,0.41387033462524414,0.00035909574494543306,0.35909574494543306,cosine,256,11,0.001
195,0.2861107587814331,,0.2861107587814331,0.0003547523173970989,0.3547523173970989,cosine,256,11,0.001
196,0.2536114454269409,,0.2536114454269409,0.000350431183789384,0.350431183789384,cosine,256,11,0.001
197,0.5845113396644592,,0.5845113396644592,0.0003461328375217223,0.3461328375217223,cosine,256,11,0.001
198,0.3250344693660736,,0.3250344693660736,0.0003418577693916243,0.34185776939162427,cosine,256,11,0.001
199,0.21638253331184387,,0.21638253331184387,0.00033760646753863466,0.33760646753863466,cosine,256,11,0.001
200,0.41472649574279785,0.6157814227044582,0.6157814227044582,0.0003333794173885978,0.33337941738859783,cosine,256,11,0.001
201,0.3171837329864502,,0.3171837329864502,0.0003291771015982281,0.3291771015982281,cosine,256,11,0.001
202,0.30577829480171204,,0.30577829480171204,0.00032500000000000015,0.3250000000000001,cosine,256,11,0.001
203,0.28690198063850403,,0.28690198063850403,0.00032084858954735965,0.3208485895473596,cosine,256,11,0.001
204,0.21955272555351257,,0.21955272555351257,0.0003167233442602637,0.3167233442602637,cosine,256,11,0.001
205,0.3085331618785858,,0.3085331618785858,0.00031262473517105593,0.31262473517105593,cosine,256,11,0.001
206,0.2901926338672638,,0.2901926338672638,0.00030855323027068174,0.3085532302706817,cosine,256,11,0.001
207,0.16838406026363373,,0.16838406026363373,0.00030450929445525316,0.30450929445525315,cosine,256,11,0.001
208,0.4012467563152313,,0.4012467563152313,0.0003004933894729647,0.3004933894729647,cosine,256,11,0.001
209,0.33318623900413513,,0.33318623900413513,0.0002965059738713701,0.2965059738713701,cosine,256,11,0.001
210,0.14328071475028992,0.5940628126263618,0.5940628126263618,0.0002925475029450237,0.29254750294502374,cosine,256,11,0.001
211,0.21644547581672668,,0.21644547581672668,0.00028861842868349374,0.28861842868349374,cosine,256,11,0.001
212,0.29566991329193115,,0.29566991329193115,0.0002847191997197531,0.2847191997197531,cosine,256,11,0.001
213,0.3174518942832947,,0.3174518942832947,0.00028085026127895287,0.28085026127895285,cosine,256,11,0.001
214,0.27835482358932495,,0.27835482358932495,0.0002770120551275851,0.2770120551275851,cosine,256,11,0.001
215,0.2885436713695526,,0.2885436713695526,0.00027320501952304133,0.2732050195230413,cosine,256,11,0.001
216,0.3729139268398285,,0.3729139268398285,0.00026942958916356994,0.26942958916356996,cosine,256,11,0.001
217,0.3052693009376526,,0.3052693009376526,0.00026568619513864244,0.26568619513864244,cosine,256,11,0.001
218,0.2799782156944275,,0.2799782156944275,0.0002619752648797292,0.2619752648797292,cosine,256,11,0.001
219,0.2785007655620575,,0.2785007655620575,0.0002582972221114953,0.2582972221114953,cosine,256,11,0.001
220,0.3915860056877136,0.5351825580000877,0.5351825580000877,0.0002546524868034169,0.25465248680341684,cosine,256,11,0.001
221,0.1855221390724182,,0.1855221390724182,0.0002510414751218293,0.2510414751218293,cosine,256,11,0.001
222,0.21988795697689056,,0.21988795697689056,0.00024746459938240745,0.24746459938240742,cosine,256,11,0.001
223,0.2863377034664154,,0.2863377034664154,0.0002439222680030862,0.2439222680030862,cosine,256,11,0.001
224,0.3938584327697754,,0.3938584327697754,0.0002404148854574266,0.24041488545742662,cosine,256,11,0.001
225,0.4521750807762146,,0.4521750807762146,0.00023694285222843116,0.23694285222843114,cosine,256,11,0.001
226,0.3101482689380646,,0.3101482689380646,0.00023350656476281615,0.23350656476281614,cosine,256,11,0.001
227,0.33110174536705017,,0.33110174536705017,0.0002301064154257443,0.2301064154257443,cosine,256,11,0.001
228,0.25763049721717834,,0.25763049721717834,0.00022674279245602264,0.22674279245602263,cosine,256,11,0.001
229,0.12438198924064636,,0.12438198924064636,0.00022341607992177316,0.22341607992177315,cosine,256,11,0.001
230,0.42091625928878784,0.4769846796989441,0.4769846796989441,0.0002201266576765783,0.2201266576765783,cosine,256,11,0.001
231,0.5754246711730957,,0.5754246711730957,0.00021687490131610816,0.21687490131610815,cosine,256,11,0.001
